,home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
10722,PHI,NYM,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10723,DET,KC,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10724,BAL,ATL,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10725,MIL,STL,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10726,CHW,MIN,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10727,HOU,TEX,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10728,CHC,CLE,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10729,COL,OAK,1,2020,Coors Field,"Denver, Colorado",,,MLB
10730,SD,LAD,0,2020,Petco Park,"San Diego, California",,,MLB
10731,LAA,ARI,0,2020,Angel Stadium,"Anaheim, California",,,MLB
10732,TB,WSH,0,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10733,COL,OAK,0,2020,Coors Field,"Denver, Colorado",,,MLB
10734,SD,LAD,0,2020,Petco Park,"San Diego, California",,,MLB
10735,MIL,STL,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10736,MIA,BOS,1,2020,Marlins Park,"Miami, Florida",,,MLB
10737,CIN,PIT,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10738,PHI,NYM,0,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10739,NYY,TOR,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10740,DET,KC,0,2020,Comerica Park,"Detroit, Michigan",,,MLB
10741,BAL,ATL,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10742,CHW,MIN,0,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10743,HOU,TEX,0,2020,Minute Maid Park,"Houston, Texas",,,MLB
10744,MIL,STL,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10745,CHC,CLE,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10746,LAA,ARI,0,2020,Angel Stadium,"Anaheim, California",,,MLB
10748,MIA,BOS,0,2020,Marlins Park,"Miami, Florida",,,MLB
10749,CHW,MIN,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10750,LAA,ARI,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10752,BAL,TB,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10753,NYY,TOR,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10754,PHI,NYM,0,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10755,PIT,STL,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10756,DET,CLE,0,2020,Comerica Park,"Detroit, Michigan",,,MLB
10757,HOU,TEX,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10759,COL,LAD,0,2020,Coors Field,"Denver, Colorado",,,MLB
10760,PIT,STL,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10762,MIA,WSH,0,2020,Marlins Park,"Miami, Florida",,,MLB
10763,CIN,CHW,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10764,DET,CLE,0,2020,Comerica Park,"Detroit, Michigan",,,MLB
10765,NYM,ATL,0,2020,Citi Field,"Queens, New York",,,MLB
10766,BOS,NYY,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10767,PHI,TOR,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10768,BAL,TB,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10770,COL,LAD,0,2020,Coors Field,"Denver, Colorado",,,MLB
10771,HOU,ARI,0,2020,Minute Maid Park,"Houston, Texas",,,MLB
10772,MIL,KC,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10773,MIA,WSH,1,2020,Marlins Park,"Miami, Florida",,,MLB
10774,CHC,MIN,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10775,LAA,TEX,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10776,OAK,SF,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10778,OAK,SF,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10779,PHI,TOR,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10780,DET,CLE,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10781,MIA,WSH,1,2020,Marlins Park,"Miami, Florida",,,MLB
10782,PIT,STL,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10783,CIN,CHW,0,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10784,NYM,ATL,1,2020,Citi Field,"Queens, New York",,,MLB
10785,HOU,ARI,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10786,MIL,KC,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10787,BOS,NYY,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10788,BAL,TB,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10789,COL,LAD,0,2020,Coors Field,"Denver, Colorado",,,MLB
10790,CHC,MIN,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10791,LAA,TEX,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10793,BAL,TB,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10794,BOS,NYY,1,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10795,CIN,CHW,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10796,DET,CLE,0,2020,Comerica Park,"Detroit, Michigan",,,MLB
10797,MIA,WSH,1,2020,Marlins Park,"Miami, Florida",,,MLB
10798,NYM,ATL,0,2020,Citi Field,"Queens, New York",,,MLB
10799,HOU,ARI,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10800,MIL,KC,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10801,PHI,TOR,0,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10802,COL,LAD,1,2020,Coors Field,"Denver, Colorado",,,MLB
10803,OAK,SF,0,2020,Oakland Coliseum,"Oakland, California",,,MLB
10804,PIT,STL,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10805,LAA,TEX,0,2020,Angel Stadium,"Anaheim, California",,,MLB
10807,MIA,WSH,0,2020,Marlins Park,"Miami, Florida",,,MLB
10808,CHC,MIN,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10809,LAA,TEX,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10810,WSH,PHI,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10811,CLE,CHW,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10813,CIN,MIL,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10814,PIT,CHC,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10815,ATL,MIA,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10816,NYM,TB,0,2020,Citi Field,"Queens, New York",,,MLB
10817,KC,STL,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10818,SEA,HOU,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10819,SF,COL,0,2020,Oracle Park,"San Francisco, California",,,MLB
10820,WSH,PHI,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10821,WSH,PHI,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10822,CLE,CHW,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10824,CIN,MIL,0,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10825,PIT,CHC,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10826,ATL,MIA,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10827,NYM,TB,1,2020,Citi Field,"Queens, New York",,,MLB
10828,BOS,BAL,1,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10829,MIN,DET,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10830,KC,STL,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10831,ARI,TEX,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10832,SD,LAA,0,2020,Petco Park,"San Diego, California",,,MLB
10833,SEA,HOU,0,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10834,LAD,OAK,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10835,SF,COL,1,2020,Oracle Park,"San Francisco, California",,,MLB
10836,SD,LAA,0,2020,Petco Park,"San Diego, California",,,MLB
10837,WSH,PHI,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10838,ARI,TEX,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10839,CLE,CHW,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10841,CIN,MIL,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10842,SEA,HOU,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10843,PIT,CHC,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10844,ATL,MIA,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10845,NYM,TB,0,2020,Citi Field,"Queens, New York",,,MLB
10846,BOS,BAL,1,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10847,MIN,DET,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10848,KC,STL,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10849,LAD,OAK,0,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10850,SF,COL,1,2020,Oracle Park,"San Francisco, California",,,MLB
10851,PIT,CHC,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10852,SF,COL,0,2020,Oracle Park,"San Francisco, California",,,MLB
10853,WSH,NYM,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10854,CLE,CHW,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10856,ATL,MIA,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10857,BOS,BAL,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10858,KC,DET,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10859,TEX,HOU,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10860,STL,MIL,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10861,LAD,OAK,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10862,STL,MIL,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10864,ARI,COL,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10865,TB,PHI,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10866,NYY,MIA,0,2020,Yankee Stadium,"Bronx, New York",,,MLB
10867,ATL,BOS,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10868,CLE,PIT,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10869,SF,SD,1,2020,Oracle Park,"San Francisco, California",,,MLB
10870,CHW,CHC,0,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10871,KC,DET,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10872,TEX,HOU,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10873,MIN,CIN,0,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10875,LAD,LAA,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10876,OAK,SEA,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10877,ARI,COL,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10879,NYY,MIA,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10880,WSH,NYM,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10881,OAK,SEA,0,2020,Oakland Coliseum,"Oakland, California",,,MLB
10882,WSH,NYM,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10884,KC,DET,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10885,TEX,HOU,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10886,STL,MIL,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10887,TB,PHI,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10888,ATL,BOS,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10889,CHW,CHC,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10890,CLE,PIT,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10891,MIN,CIN,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10893,ARI,COL,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10894,LAD,LAA,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10895,SF,SD,0,2020,Oracle Park,"San Francisco, California",,,MLB
10896,KC,DET,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10897,NYY,MIA,0,2020,Yankee Stadium,"Bronx, New York",,,MLB
10898,SF,SD,0,2020,Oracle Park,"San Francisco, California",,,MLB
10899,TEX,HOU,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10900,WSH,NYM,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10902,ARI,COL,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10903,ATL,BOS,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10904,CHW,CHC,0,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10905,CLE,PIT,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10906,LAD,LAA,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10907,MIN,CIN,0,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10908,OAK,SEA,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10909,TB,PHI,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10910,STL,MIL,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10911,MIN,HOU,0,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10912,OAK,CHW,0,2020,Oakland Coliseum,"Oakland, California",,,MLB
10913,TB,TOR,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10914,CLE,NYY,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10915,ATL,CIN,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10916,MIN,HOU,0,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10917,CHC,MIA,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10918,OAK,CHW,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10919,TB,TOR,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10920,SD,STL,0,2020,Petco Park,"San Diego, California",,,MLB
10921,CLE,NYY,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10922,LAD,MIL,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10923,ATL,CIN,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10924,OAK,CHW,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10925,SD,STL,1,2020,Petco Park,"San Diego, California",,,MLB
10926,LAD,MIL,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10927,CHC,MIA,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10928,SD,STL,1,2020,Petco Park,"San Diego, California",,,MLB
10964,NYY,TOR,0,2021,Yankee Stadium,"Bronx, New York","10,850",,MLB
10965,DET,CLE,1,2021,Comerica Park,"Detroit, Michigan","8,000",,MLB
10966,MIL,MIN,1,2021,American Family Field,"Milwaukee, Wisconsin","11,740",,MLB
10967,CHC,PIT,0,2021,Wrigley Field,"Chicago, Illinois","10,343",,MLB
10968,PHI,ATL,1,2021,Citizens Bank Park,"Philadelphia, Pennsylvania","8,529",,MLB
10969,SD,ARI,1,2021,Petco Park,"San Diego, California","10,350",,MLB
10970,COL,LAD,1,2021,Coors Field,"Denver, Colorado","20,570",,MLB
10971,CIN,STL,0,2021,Great American Ball Park,"Cincinnati, Ohio","12,264",,MLB
10972,MIA,TB,0,2021,loanDepot park,"Miami, Florida","7,062",,MLB
10973,KC,TEX,1,2021,Kauffman Stadium,"Kansas City, Missouri","9,155",,MLB
10974,LAA,CHW,1,2021,Angel Stadium,"Anaheim, California","13,207",,MLB
10975,OAK,HOU,0,2021,Oakland Coliseum,"Oakland, California","10,436",,MLB
10976,SEA,SF,1,2021,T-Mobile Park,"Seattle, Washington","8,174",,MLB
10977,BOS,BAL,0,2021,Fenway Park,"Boston, Massachusetts","4,452",,MLB
10978,MIA,TB,0,2021,loanDepot park,"Miami, Florida","6,115",,MLB
10979,COL,LAD,0,2021,Coors Field,"Denver, Colorado","20,363",,MLB
10980,LAA,CHW,0,2021,Angel Stadium,"Anaheim, California","12,763",,MLB
10981,OAK,HOU,0,2021,Oakland Coliseum,"Oakland, California","5,446",,MLB
10982,SD,ARI,1,2021,Petco Park,"San Diego, California","10,350",,MLB
10983,SEA,SF,0,2021,T-Mobile Park,"Seattle, Washington","8,392",,MLB
10984,NYY,TOR,1,2021,Yankee Stadium,"Bronx, New York","10,107",,MLB
10985,BOS,BAL,0,2021,Fenway Park,"Boston, Massachusetts","4,571",,MLB
10986,DET,CLE,1,2021,Comerica Park,"Detroit, Michigan","8,000",,MLB
10987,KC,TEX,1,2021,Kauffman Stadium,"Kansas City, Missouri","8,889",,MLB
10988,CHC,PIT,1,2021,Wrigley Field,"Chicago, Illinois","10,343",,MLB
10989,PHI,ATL,1,2021,Citizens Bank Park,"Philadelphia, Pennsylvania","8,582",,MLB
10990,OAK,HOU,0,2021,Oakland Coliseum,"Oakland, California","5,803",,MLB
10991,CIN,STL,1,2021,Great American Ball Park,"Cincinnati, Ohio","12,213",,MLB
10992,MIA,TB,1,2021,loanDepot park,"Miami, Florida","6,179",,MLB
10993,MIL,MIN,0,2021,American Family Field,"Milwaukee, Wisconsin","11,383",,MLB
10994,COL,LAD,0,2021,Coors Field,"Denver, Colorado","20,688",,MLB
10995,SD,ARI,1,2021,Petco Park,"San Diego, California","10,350",,MLB
10996,LAA,CHW,1,2021,Angel Stadium,"Anaheim, California","12,043",,MLB
10997,SEA,SF,1,2021,T-Mobile Park,"Seattle, Washington","8,651",,MLB
10998,PHI,ATL,1,2021,Citizens Bank Park,"Philadelphia, Pennsylvania","10,773",,MLB
10999,NYY,TOR,0,2021,Yankee Stadium,"Bronx, New York","10,066",,MLB
11000,BOS,BAL,0,2021,Fenway Park,"Boston, Massachusetts","4,458",,MLB
11001,DET,CLE,0,2021,Comerica Park,"Detroit, Michigan","8,000",,MLB
11002,CIN,STL,1,2021,Great American Ball Park,"Cincinnati, Ohio","11,629",,MLB
11003,MIL,MIN,0,2021,American Family Field,"Milwaukee, Wisconsin","10,666",,MLB
11004,KC,TEX,0,2021,Kauffman Stadium,"Kansas City, Missouri","8,869",,MLB
11005,CHC,PIT,1,2021,Wrigley Field,"Chicago, Illinois","10,343",,MLB
11006,COL,LAD,0,2021,Coors Field,"Denver, Colorado","20,368",,MLB
11007,OAK,HOU,0,2021,Oakland Coliseum,"Oakland, California","4,504",,MLB
11008,SD,ARI,0,2021,Petco Park,"San Diego, California","10,350",,MLB
11009,LAA,CHW,1,2021,Angel Stadium,"Anaheim, California","12,396",,MLB
11010,DET,MIN,0,2021,Comerica Park,"Detroit, Michigan","7,232",,MLB
11011,TEX,TOR,0,2021,Globe Life Field,"Arlington, Texas","38,238",,MLB
11012,CLE,KC,0,2021,Progressive Field,"Cleveland, Ohio","8,914",,MLB
11013,NYY,BAL,1,2021,Yankee Stadium,"Bronx, New York","9,008",,MLB
11014,CIN,PIT,1,2021,Great American Ball Park,"Cincinnati, Ohio","9,097",,MLB
11015,MIA,STL,0,2021,loanDepot park,"Miami, Florida","4,605",,MLB
11016,PHI,NYM,1,2021,Citizens Bank Park,"Philadelphia, Pennsylvania","10,782",,MLB
11017,BOS,TB,1,2021,Fenway Park,"Boston, Massachusetts","4,577",,MLB
11018,CHC,MIL,1,2021,Wrigley Field,"Chicago, Illinois","10,343",,MLB
11019,LAA,HOU,1,2021,Angel Stadium,"Anaheim, California","13,447",,MLB
11020,OAK,LAD,0,2021,Oakland Coliseum,"Oakland, California","6,653",,MLB
11021,SEA,CHW,0,2021,T-Mobile Park,"Seattle, Washington","6,436",,MLB
11022,SD,SF,0,2021,Petco Park,"San Diego, California","10,350",,MLB
11023,DET,MIN,1,2021,Comerica Park,"Detroit, Michigan","7,306",,MLB
11024,WSH,ATL,1,2021,Nationals Park,"Washington, D.C.","4,801",,MLB
11025,LAA,HOU,0,2021,Angel Stadium,"Anaheim, California","11,122",,MLB
11026,NYY,BAL,1,2021,Yankee Stadium,"Bronx, New York","9,404",,MLB
11027,CIN,PIT,1,2021,Great American Ball Park,"Cincinnati, Ohio","11,093",,MLB
11028,MIA,STL,0,2021,loanDepot park,"Miami, Florida","4,982",,MLB
11029,PHI,NYM,0,2021,Citizens Bank Park,"Philadelphia, Pennsylvania","10,752",,MLB
11030,BOS,TB,1,2021,Fenway Park,"Boston, Massachusetts","4,682",,MLB
11031,CHC,MIL,0,2021,Wrigley Field,"Chicago, Illinois","10,343",,MLB
11032,TEX,TOR,1,2021,Globe Life Field,"Arlington, Texas","18,585",,MLB
11033,COL,ARI,0,2021,Coors Field,"Denver, Colorado","10,240",,MLB
11034,OAK,LAD,0,2021,Oakland Coliseum,"Oakland, California","7,672",,MLB
11035,SEA,CHW,0,2021,T-Mobile Park,"Seattle, Washington","7,980",,MLB
11036,SD,SF,1,2021,Petco Park,"San Diego, California","10,350",,MLB
11037,WSH,ATL,0,2021,Nationals Park,"Washington, D.C.",,,MLB
11038,CIN,PIT,1,2021,Great American Ball Park,"Cincinnati, Ohio","11,463",,MLB
11039,CLE,KC,1,2021,Progressive Field,"Cleveland, Ohio","5,908",,MLB
11040,DET,MIN,0,2021,Comerica Park,"Detroit, Michigan","7,568",,MLB
11041,BOS,TB,1,2021,Fenway Park,"Boston, Massachusetts","4,751",,MLB
11042,TEX,TOR,1,2021,Globe Life Field,"Arlington, Texas","16,876",,MLB
11043,CHC,MIL,0,2021,Wrigley Field,"Chicago, Illinois","10,343",,MLB
11044,OAK,LAD,1,2021,Oakland Coliseum,"Oakland, California","8,131",,MLB
11045,WSH,ATL,0,2021,Nationals Park,"Washington, D.C.","4,927",,MLB
11046,PHI,NYM,1,2021,Citizens Bank Park,"Philadelphia, Pennsylvania","10,807",,MLB
11047,SEA,CHW,1,2021,T-Mobile Park,"Seattle, Washington","7,429",,MLB
11048,SD,SF,0,2021,Petco Park,"San Diego, California","10,350",,MLB
11049,MIA,STL,0,2021,loanDepot park,"Miami, Florida","5,244",,MLB
11050,NYY,BAL,0,2021,Yankee Stadium,"Bronx, New York","10,254",,MLB
11051,COL,ARI,1,2021,Coors Field,"Denver, Colorado","12,894",,MLB
11052,NYM,MIA,1,2021,Citi Field,"Queens, New York","8,492",,MLB
11053,PIT,CHC,0,2021,PNC Park,"Pittsburgh, Pennsylvania","7,749",,MLB
11054,BAL,BOS,0,2021,Oriole Park at Camden Yards,"Baltimore, Maryland","10,150",,MLB
11055,COL,ARI,1,2021,Coors Field,"Denver, Colorado","10,836",,MLB
11056,CHW,KC,1,2021,Guaranteed Rate Field,"Chicago, Illinois","8,207",,MLB
11057,MIN,SEA,1,2021,Target Field,"Minneapolis, Minnesota","9,675",,MLB
11058,STL,MIL,1,2021,Busch Stadium,"St. Louis, Missouri","13,328",,MLB
11060,HOU,OAK,1,2021,Minute Maid Park,"Houston, Texas","21,765",,MLB
11061,TB,NYY,1,2021,Tropicana Field,"St. Petersburg, Florida","9,021",,MLB
11062,LAD,WSH,1,2021,Dodger Stadium,"Los Angeles, California","15,036",,MLB
11063,SF,COL,1,2021,Oracle Park,"San Francisco, California","7,390",,MLB
11065,CLE,DET,1,2021,Progressive Field,"Cleveland, Ohio","7,775",,MLB
11066,ATL,PHI,1,2021,Truist Park,"Atlanta, Georgia","14,342",,MLB
11067,TEX,SD,0,2021,Globe Life Field,"Arlington, Texas","27,575",,MLB
11068,HOU,OAK,0,2021,Minute Maid Park,"Houston, Texas","21,768",,MLB
11069,ARI,CIN,0,2021,Chase Field,"Phoenix, Arizona","19,385",,MLB
11070,NYM,MIA,0,2021,Citi Field,"Queens, New York","8,419",,MLB
11071,TB,NYY,1,2021,Tropicana Field,"St. Petersburg, Florida","6,270",,MLB
11072,MIN,SEA,0,2021,Target Field,"Minneapolis, Minnesota","9,817",,MLB
11073,STL,MIL,0,2021,Busch Stadium,"St. Louis, Missouri","13,304",,MLB
11074,SF,COL,1,2021,Oracle Park,"San Francisco, California","6,176",,MLB
11075,HOU,OAK,0,2021,Minute Maid Park,"Houston, Texas","21,760",,MLB
11076,CLE,DET,1,2021,Progressive Field,"Cleveland, Ohio","7,570",,MLB
11077,PIT,CHC,1,2021,PNC Park,"Pittsburgh, Pennsylvania","7,052",,MLB
11078,BAL,BOS,0,2021,Oriole Park at Camden Yards,"Baltimore, Maryland","9,307",,MLB
11079,TEX,SD,0,2021,Globe Life Field,"Arlington, Texas","35,856",,MLB
11081,ATL,PHI,1,2021,Truist Park,"Atlanta, Georgia","14,394",,MLB
11082,ARI,CIN,1,2021,Chase Field,"Phoenix, Arizona","13,208",,MLB
11083,LAD,WSH,1,2021,Dodger Stadium,"Los Angeles, California","15,021",,MLB
11084,BAL,BOS,0,2021,Oriole Park at Camden Yards,"Baltimore, Maryland","8,171",,MLB
11085,PIT,CHC,1,2021,PNC Park,"Pittsburgh, Pennsylvania","6,851",,MLB
11086,CLE,DET,1,2021,Progressive Field,"Cleveland, Ohio","6,859",,MLB
11087,NYM,MIA,1,2021,Citi Field,"Queens, New York","8,199",,MLB
11088,TB,NYY,0,2021,Tropicana Field,"St. Petersburg, Florida","6,965",,MLB
11089,CHW,KC,0,2021,Guaranteed Rate Field,"Chicago, Illinois","7,695",,MLB
11090,MIN,SEA,0,2021,Target Field,"Minneapolis, Minnesota","9,792",,MLB
11091,STL,MIL,0,2021,Busch Stadium,"St. Louis, Missouri","13,176",,MLB
11092,TEX,SD,0,2021,Globe Life Field,"Arlington, Texas","26,723",,MLB
11093,SF,COL,1,2021,Oracle Park,"San Francisco, California","6,560",,MLB
11094,ARI,CIN,1,2021,Chase Field,"Phoenix, Arizona","10,981",,MLB
11095,LAD,WSH,1,2021,Dodger Stadium,"Los Angeles, California","15,049",,MLB
11096,ATL,PHI,0,2021,Truist Park,"Atlanta, Georgia","14,221",,MLB
11097,PIT,SD,0,2021,PNC Park,"Pittsburgh, Pennsylvania","4,068",,MLB
11099,TB,TEX,1,2021,Tropicana Field,"St. Petersburg, Florida","3,627",,MLB
11100,ATL,MIA,0,2021,Truist Park,"Atlanta, Georgia","11,830",,MLB
11101,MIL,CHC,1,2021,American Family Field,"Milwaukee, Wisconsin","11,209",,MLB
11102,STL,WSH,0,2021,Busch Stadium,"St. Louis, Missouri","12,894",,MLB
11103,KC,LAA,0,2021,Kauffman Stadium,"Kansas City, Missouri","6,962",,MLB
11104,CHW,CLE,1,2021,Guaranteed Rate Field,"Chicago, Illinois","7,393",,MLB
11105,HOU,DET,0,2021,Minute Maid Park,"Houston, Texas","15,779",,MLB
11106,ARI,OAK,0,2021,Chase Field,"Phoenix, Arizona","8,768",,MLB
11107,SF,CIN,0,2021,Oracle Park,"San Francisco, California","3,662",,MLB
11108,MIN,BOS,0,2021,Target Field,"Minneapolis, Minnesota","6,724",,MLB
11109,ARI,OAK,0,2021,Chase Field,"Phoenix, Arizona","7,010",,MLB
11110,BAL,SEA,0,2021,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
11111,NYM,PHI,1,2021,Citi Field,"Queens, New York",,,MLB
11112,PIT,SD,1,2021,PNC Park,"Pittsburgh, Pennsylvania","4,814",,MLB
